record_id,source_table,institution,department,year,project_title,nlp_text,clean_text,detected_language,topic_id
228,grants,M.S. Ramaiah Institute of Technology,CE,2021,"Studies on production of sustainable Green, Cement Less concrete By Utilizing Slag from Iron and Aluminium Industry","Studies on production of sustainable Green, Cement Less concrete By Utilizing Slag from Iron and Aluminium Industry",study production sustainable green cement concrete utilize slag iron aluminium industry,en,0
229,grants,CMR Institute of Technology,CSE,2021,SAARCI Company consultancy Project,SAARCI Company consultancy Project,saarci company consultancy project,en,0
230,grants,CMR Institute of Technology,ECE,2021,Image Processing and IoT Based Bee Hive Monitoring,Image Processing and IoT Based Bee Hive Monitoring,image processing iot based bee hive monitoring,en,0
231,grants,CMR Institute of Technology,CSE,2021,consultancy work,consultancy work,consultancy work,en,0
232,grants,CMR Institute of Technology,CSE,2021,consultancy work,consultancy work,consultancy work,en,0
233,grants,CMR Institute of Technology,ECE,2021,Consultancy and knowledge sharing for development and manufacturing of educational trainer kits,Consultancy and knowledge sharing for development and manufacturing of educational trainer kits,consultancy knowledge sharing development manufacturing educational trainer kit,en,0
234,grants,CMR Institute of Technology,ECE,2021,Mobile STP,Mobile STP,mobile stp,en,0
235,grants,CMR Institute of Technology,EEE,2021,IoT-based air pollution control system,IoT-based air pollution control system,iot base air pollution control system,en,0
236,grants,CMR Institute of Technology,EEE,2021,Implementation of child rescue from borewell using Zigbee for long range applications,Implementation of child rescue from borewell using Zigbee for long range applications,implementation child rescue borewell zigbee long range application,en,0
237,grants,CMR Institute of Technology,ECE,2021,"IOT Based Water Management
System through a Website",IOT Based Water Management System through a Website,iot based water management system website,en,0
238,grants,CMR Institute of Technology,ECE,2021,"Smart Pulmonary Function
Analyzer",Smart Pulmonary Function Analyzer,smart pulmonary function analyzer,en,0
239,grants,CMR Institute of Technology,ISE,2021,"River management using ML/AI
for the prediction and management of Floods.",River management using ML/AI for the prediction and management of Floods.,river management ml ai prediction management floods,en,0
240,grants,CMR Institute of Technology,ISE,2021,"Student Engagement Prediction in
an E-Learning Platform",Student Engagement Prediction in an E-Learning Platform,student engagement prediction learning platform,en,0
241,grants,CMR Institute of Technology,CSE,2021,"Speech to sign language
conversion for the hearing and
speech impaired",Speech to sign language conversion for the hearing and speech impaired,speech sign language conversion hearing speech impair,en,0
242,grants,CMR Institute of Technology,CSE,2021,Self Diagnosis of Mental Illness,Self Diagnosis of Mental Illness,self diagnosis mental illness,en,0
243,grants,R V College of Engineering,EEE,2021,Control and Stability Analysis of Renewable Energy based DC Nano Grids for Rural Electrification,Control and Stability Analysis of Renewable Energy based DC Nano Grids for Rural Electrification,control stability analysis renewable energy base dc nano grids rural electrification,en,0
244,grants,R V College of Engineering,EEE,2021,Solar Ironing Cart,Solar Ironing Cart,solar ironing cart,en,0
245,grants,CMR Institute of Technology,EEE,2021,"Role of Power Electronics in Electric 
Vehicles: New Trends & Challenges",Role of Power Electronics in Electric Vehicles: New Trends & Challenges,role power electronics electric vehicles new trends challenges,en,0
246,grants,CMR Institute of Technology,EEE,2021,Internet of Things - A Roadmap to Research and Product Development,Internet of Things - A Roadmap to Research and Product Development,internet things roadmap research product development,en,0
247,grants,CMR Institute of Technology,CSE,2021,Kannada Hand written recognition using Deep  learning methods,Kannada Hand written recognition using Deep learning methods,kannada hand write recognition deep learning method,en,0
248,grants,CMR Institute of Technology,ISE,2021,Unnat Bharat Abhiyan-Viilage Project,Unnat Bharat Abhiyan-Viilage Project,unnat bharat abhiyan viilage project,en,0
249,grants,CMR Institute of Technology,EEE,2021,Design and Development of solar Air purifier,Design and Development of solar Air purifier,design development solar air purifier,en,0
250,grants,B.M.S. College of Engineering,CS,2022,LAPKIT - Design of a low-cost Raspberry PI based Laptop and Electronics Kit for rural students,LAPKIT - Design of a low-cost Raspberry PI based Laptop and Electronics Kit for rural students,lapkit design low cost raspberry pi base laptop electronics kit rural student,en,0
251,grants,B.M.S. College of Engineering,EC,2022,Investigation of Indian Calendar Systems,Investigation of Indian Calendar Systems,investigation indian calendar systems,en,0
252,grants,B.M.S. College of Engineering,ECE,2022,Investigation on Antenna design using high performance materials for next generation wireless networks,Investigation on Antenna design using high performance materials for next generation wireless networks,investigation antenna design high performance material generation wireless network,en,0
253,grants,B.M.S. College of Engineering,ECE,2022,"M/s Liveon Techn : Project "" RF OQC (Outgoing Quality Control) RF Talent and System integration","M/s Liveon Techn : Project "" RF OQC (Outgoing Quality Control) RF Talent and System integration",liveon techn project rf oqc outgoing quality control rf talent system integration,en,0
254,grants,B.M.S. College of Engineering,EIE,2022,"195026D02: Sensing and Related Technologies for the Grand challenges of the 21st Century climate, Energy, Water, Food, and Mega-cities","195026D02: Sensing and Related Technologies for the Grand challenges of the 21st Century climate, Energy, Water, Food, and Mega-cities",195026d02 sense related technologies grand challenge 21st century climate energy water food mega city,en,0
255,grants,B.M.S. College of Engineering,ISE,2022,Smart watering system with the internet of things - TIH IOT CHANAKYA UG/PG,Smart watering system with the internet of things - TIH IOT CHANAKYA UG/PG,smart watering system internet thing tih iot chanakya ug pg,en,0
256,grants,B.M.S. College of Engineering,ISE,2022,IoT based Lightweight Deep Learning Model for Early Plant Decay Detection for CHANAKYA Fellowship Program 2022-23,IoT based Lightweight Deep Learning Model for Early Plant Decay Detection for CHANAKYA Fellowship Program 2022-23,iot base lightweight deep learning model early plant decay detection chanakya fellowship program 2022 23,en,0
257,grants,B.M.S. College of Engineering,MATH,2022,Numerical investigation of stability of rheological fluids through vertical porous channels in the presence of external fields with variable viscosity,Numerical investigation of stability of rheological fluids through vertical porous channels in the presence of external fields with variable viscosity,numerical investigation stability rheological fluid vertical porous channel presence external field variable viscosity,en,0
258,grants,B.M.S. College of Engineering,PHY,2022,"Development of Tellurium-Free, low-cost binary metal chalcogenides for thermoelectric applications","Development of Tellurium-Free, low-cost binary metal chalcogenides for thermoelectric applications",development tellurium free low cost binary metal chalcogenide thermoelectric application,en,0
259,grants,M.S. Ramaiah Institute of Technology,ECE,2022,Estimation of Post-partum blood loss using optical fiber sensor and its correlation to shock index,Estimation of Post-partum blood loss using optical fiber sensor and its correlation to shock index,estimation post partum blood loss optical fiber sensor correlation shock index,en,0
260,grants,CMR Institute of Technology,EEE,2022,"Sewage Treatment Plant Setup for Rural Sector
of India",Sewage Treatment Plant Setup for Rural Sector of India,sewage treatment plant setup rural sector india,en,0
261,grants,CMR Institute of Technology,EEE,2022,"Internet of Things â A Roadmap to
Research and Product Development",Internet of Things â A Roadmap to Research and Product Development,internet things â roadmap research product development,en,0
262,grants,CMR Institute of Technology,EEE,2022,Role of Power Electronics in Electric Vehicles: New Trends & Challenges,Role of Power Electronics in Electric Vehicles: New Trends & Challenges,role power electronics electric vehicles new trends challenges,en,0
263,grants,CMR Institute of Technology,ISE,2022,Authenticated e-Waste Management Using Renewable Resources,Authenticated e-Waste Management Using Renewable Resources,authenticated waste management renewable resource,en,0
264,grants,CMR Institute of Technology,ECE,2022,Automated Hydrophonics Farming-A versatile system to study nutrient allocation and plant responses to nutrient availability in a controlled environment agriculture,Automated Hydrophonics Farming-A versatile system to study nutrient allocation and plant responses to nutrient availability in a controlled environment agriculture,automated hydrophonics farming versatile system study nutrient allocation plant response nutrient availability control environment agriculture,en,0
265,grants,CMR Institute of Technology,ECE,2022,"Development of thin film biosensor based on
modified Copper-Zeolite A (CuZEA) glassy
carbon electrode for electrochemical
detection of dopamine from E-waste",Development of thin film biosensor based on modified Copper-Zeolite A (CuZEA) glassy carbon electrode for electrochemical detection of dopamine from E-waste,development thin film biosensor base modify copper zeolite cuzea glassy carbon electrode electrochemical detection dopamine waste,en,0
266,grants,CMR Institute of Technology,ECE,2022,Vision Based Clog Remover in Narrow Sewer Pipelines,Vision Based Clog Remover in Narrow Sewer Pipelines,vision base clog remover narrow sewer pipelines,en,0
267,grants,CMR Institute of Technology,ECE,2022,DESIGN AND IMPLEMENTATION OF CHICKEN EGG INCUBATOR FOR HATCHING USING IOT,DESIGN AND IMPLEMENTATION OF CHICKEN EGG INCUBATOR FOR HATCHING USING IOT,design implementation chicken egg incubator hatch iot,en,0
268,grants,R V College of Engineering,EEE,2022,"Jal Urja Mitra Skill Development Program
- Operation & Maintenance of small hydro power plants",Jal Urja Mitra Skill Development Program - Operation & Maintenance of small hydro power plants,jal urja mitra skill development program operation maintenance small hydro power plant,en,0
269,grants,R V College of Engineering,EEE,2022,IoT based Solar ironing cart,IoT based Solar ironing cart,iot base solar iron cart,en,0
270,grants,R V College of Engineering,EEE,2022,Solar based Motorized fruit and Vegetable Harvesting Device,Solar based Motorized fruit and Vegetable Harvesting Device,solar base motorized fruit vegetable harvesting device,en,0
271,grants,R V College of Engineering,EEE,2022,Solar based mini-Air Cooler cum Mosquito trap,Solar based mini-Air Cooler cum Mosquito trap,solar base mini air cooler cum mosquito trap,en,0
272,grants,R V College of Engineering,EEE,2022,Connected Autonomous Vehicle-WIRIN (WIPRO IISc Research and Innovation Network Consortium),Connected Autonomous Vehicle-WIRIN (WIPRO IISc Research and Innovation Network Consortium),connected autonomous vehicle wirin wipro iisc research innovation network consortium,en,0
273,grants,Dayananda Sagar College of Engineering,ECE,2022,“DST-IIT Kanpur integrated Clean Energy Material Acceleration Platform on Materials”,“DST-IIT Kanpur integrated Clean Energy Material Acceleration Platform on Materials”,dst iit kanpur integrate clean energy material acceleration platform materials,en,0
274,grants,Dayananda Sagar College of Engineering,ECE,2022,STUDENT PROJECT PROGRAMME-45TH SERIES/ “Design and Experimentation of a Low-Cost Exertion Gauntlet for Lymphedema”,STUDENT PROJECT PROGRAMME-45TH SERIES/ “Design and Experimentation of a Low-Cost Exertion Gauntlet for Lymphedema”,student project programme-45th series/ design experimentation low cost exertion gauntlet lymphedema,en,1
275,grants,B.M.S. College of Engineering,CS,2023,MOU: Hewlett Packard Enterprise: Catch then Young Projects,MOU: Hewlett Packard Enterprise: Catch then Young Projects,mou hewlett packard enterprise catch young projects,en,0
276,grants,B.M.S. College of Engineering,CS,2023,Artificial Intelligence in Computer Networks,Artificial Intelligence in Computer Networks,artificial intelligence computer networks,en,0
277,grants,B.M.S. College of Engineering,CS,2023,IOT AND CYBER SECURITY,IOT AND CYBER SECURITY,iot cyber security,en,0
278,grants,B.M.S. College of Engineering,EC,2023,"Design and Development of Ground Penetrating Radar with On-Field Reconfiguration Capability applicable to Institute of Technology, Bengaluru","Design and Development of Ground Penetrating Radar with On-Field Reconfiguration Capability applicable to Institute of Technology, Bengaluru",design development ground penetrating radar field reconfiguration capability applicable institute technology bengaluru,en,0
279,grants,B.M.S. College of Engineering,EC,2023,Create Management Under the MOU,Create Management Under the MOU,create management mou,en,0
280,grants,B.M.S. College of Engineering,EE,2023,FIST Program-2023 (TPN-89936) FILE NO.SR/FST/COLLEGE/2023/1474 -30/10/2023,FIST Program-2023 (TPN-89936) FILE NO.SR/FST/COLLEGE/2023/1474 -30/10/2023,fist program-2023 tpn-89936 file no.sr fst college/2023/1474 -30/10/2023,en,0
281,grants,B.M.S. College of Engineering,EE,2023,Exploration of transition metal doped GE2SB2TE5 Materials towards neuromorphic computing application,Exploration of transition metal doped GE2SB2TE5 Materials towards neuromorphic computing application,exploration transition metal dope ge2sb2te5 materials neuromorphic computing application,en,0
282,grants,B.M.S. College of Engineering,EE,2023,Application Number: 1691566506,Application Number: 1691566506,application number 1691566506,en,0
283,grants,B.M.S. College of Engineering,IS,2023,Arkesh Technology Private Limited,Arkesh Technology Private Limited,arkesh technology private limited,en,0
284,grants,B.M.S. College of Engineering,MAT,2023,Deep Neural Network path to multiphysics modeling of heat transfer in porous media,Deep Neural Network path to multiphysics modeling of heat transfer in porous media,deep neural network path multiphysic modeling heat transfer porous medium,en,-1
285,grants,B.M.S. College of Engineering,ML,2023,"""Research and Development in areas of minimally invasive and contactless patient monitoring, screening and triaging.""","""Research and Development in areas of minimally invasive and contactless patient monitoring, screening and triaging.""",research development area minimally invasive contactless patient monitoring screen triage,en,0
286,grants,B.M.S. College of Engineering,ML,2023,Development of a Polymer Nanocomposite based rapid malaria sensing device,Development of a Polymer Nanocomposite based rapid malaria sensing device,development polymer nanocomposite base rapid malaria sense device,en,0
287,grants,B.M.S. College of Engineering,ML,2023,"A Non-intrusive monitoring smart bed to generate peronalized health profiles using Artificial Intelligence""","A Non-intrusive monitoring smart bed to generate peronalized health profiles using Artificial Intelligence""",non intrusive monitoring smart bed generate peronalize health profile artificial intelligence,en,0
288,grants,B.M.S. College of Engineering,ML,2023,IMPLEMENTATION OF INCUBATION COMPONENT OF MSME INNOVATIVE SCHEME,IMPLEMENTATION OF INCUBATION COMPONENT OF MSME INNOVATIVE SCHEME,implementation incubation component msme innovative scheme,en,0
289,grants,CMR Institute of Technology,EEE,2023,AI Based Virtual Presence Robo,AI Based Virtual Presence Robo,ai base virtual presence robo,en,0
290,grants,CMR Institute of Technology,ISE,2023,MINDMATE: A PSYCHOLOGY CHATBOT,MINDMATE: A PSYCHOLOGY CHATBOT,mindmate psychology chatbot,en,0
291,grants,CMR Institute of Technology,ISE,2023,An assistive tool for the visually impaired in getting access to information in the news realm,An assistive tool for the visually impaired in getting access to information in the news realm,assistive tool visually impaired get access information news realm,en,0
292,grants,CMR Institute of Technology,EEE,2023,âEmpowering Tomorrowâs Mobility : AI Driven Innovation for Electric Vehicles,âEmpowering Tomorrowâs Mobility : AI Driven Innovation for Electric Vehicles,âempowere tomorrowâs mobility ai driven innovation electric vehicles,en,0
293,grants,CMR Institute of Technology,CSE,2023,"5 Days FDP on ""Data Science Tools for Secure Cloud Computing"".","5 Days FDP on ""Data Science Tools for Secure Cloud Computing"".",day fdp data science tools secure cloud computing,en,0
294,grants,CMR Institute of Technology,CSE,2023,"5 Days FDP on ""Big Data Analytics in Healthcare"" ","5 Days FDP on ""Big Data Analytics in Healthcare""",day fdp big data analytics healthcare,en,0
295,grants,CMR Institute of Technology,ECE,2023,New Opportunities for Emerging 2D Materials in Bioelectronics and Biosensors,New Opportunities for Emerging 2D Materials in Bioelectronics and Biosensors,new opportunities emerge 2d materials bioelectronics biosensor,en,0
296,grants,CMR Institute of Technology,ECE,2023,Empowering future 6G: GaN Semiconductor Technology growth towards a sustainable society,Empowering future 6G: GaN Semiconductor Technology growth towards a sustainable society,empower future gan semiconductor technology growth sustainable society,en,0
297,grants,CMR Institute of Technology,ECE,2023,An automated year-round farming without soil and less water for socio-economic backward farmers,An automated year-round farming without soil and less water for socio-economic backward farmers,automated year round farming soil water socio economic backward farmer,en,0
298,grants,R V College of Engineering,EEE,2023,Smart Aeroponics,Smart Aeroponics,smart aeroponics,en,0
299,grants,R V College of Engineering,EEE,2023,Modelling and Implementation of a Low Cost CAN Enabled Flex-Fuel Sensor,Modelling and Implementation of a Low Cost CAN Enabled Flex-Fuel Sensor,modelling implementation low cost enable flex fuel sensor,en,0
300,grants,R V College of Engineering,CSE,2023,"ATAL Academy Faculty Development Programme on Cyber Security for Industry
4.0",ATAL Academy Faculty Development Programme on Cyber Security for Industry 4.0,atal academy faculty development programme cyber security industry 4.0,en,0
301,grants,R V College of Engineering,ECE,2023,ATAL Academy Faculty Development Programme on SOC Design for Intergrated Sensing and Communication,ATAL Academy Faculty Development Programme on SOC Design for Intergrated Sensing and Communication,atal academy faculty development programme soc design intergrated sensing communication,en,0
302,grants,R V College of Engineering,AIML,2023,"ATAL Academy Faculty Development Programme on Quantum Photonics, Computing and Communications dated
18.12.2023 to 23.12.2023","ATAL Academy Faculty Development Programme on Quantum Photonics, Computing and Communications dated 18.12.2023 to 23.12.2023",atal academy faculty development programme quantum photonics computing communications date 18.12.2023 23.12.2023,en,0
303,grants,Dayananda Sagar College of Engineering,ECE,2023,"	
Investigation and optimization of factors influencing the high voltage electrical discharge-based extraction of protein from peanut meal/",Investigation and optimization of factors influencing the high voltage electrical discharge-based extraction of protein from peanut meal/,investigation optimization factor influence high voltage electrical discharge base extraction protein peanut meal/,en,0
304,grants,B.M.S. College of Engineering,CS,2024,AI - Based Proctoring System for Online Examination (Video Proctoring),AI - Based Proctoring System for Online Examination (Video Proctoring),ai base proctoring system online examination video proctoring,en,0
305,grants,B.M.S. College of Engineering,CS,2024,Optimizing Big Data processing pipelines: A Comprehensive Investigation into performance Bottlenecks and scalability Challenges,Optimizing Big Data processing pipelines: A Comprehensive Investigation into performance Bottlenecks and scalability Challenges,optimize big data processing pipeline comprehensive investigation performance bottleneck scalability challenge,en,0
306,grants,B.M.S. College of Engineering,EE,2024,"Investigations of Ge-Sn Alloys Suitable for Photodetector in SWIR Range""","Investigations of Ge-Sn Alloys Suitable for Photodetector in SWIR Range""",investigation ge sn alloy suitable photodetector swir range,en,0
307,grants,CMR Institute of Technology,CSE,2024,Digital Detox - User based prevention of Mobile Addiction through Smart Docking System,Digital Detox - User based prevention of Mobile Addiction through Smart Docking System,digital detox user base prevention mobile addiction smart docking system,en,-1
308,grants,CMR Institute of Technology,CSE,2024,"Building Bridges, Creating Opportunities: Rural Tourism for
Livelihood and Entrepreneurship Developmentâ","Building Bridges, Creating Opportunities: Rural Tourism for Livelihood and Entrepreneurship Developmentâ",building bridges create opportunity rural tourism livelihood entrepreneurship developmentâ,en,0
309,grants,CMR Institute of Technology,ECE,2024,Designing an innovative automated seed sprouting system catering to the unique needs of elderly and athletic individuals,Designing an innovative automated seed sprouting system catering to the unique needs of elderly and athletic individuals,design innovative automate seed sprout system cater unique need elderly athletic individual,en,0
310,grants,CMR Institute of Technology,ECE,2024,Empowering the future GaN Semiconductor for a sustainable society: From Qubits to frontend electronics and MOSFET Physics,Empowering the future GaN Semiconductor for a sustainable society: From Qubits to frontend electronics and MOSFET Physics,empower future gan semiconductor sustainable society qubit frontend electronic mosfet physics,en,0
311,grants,CMR Institute of Technology,ECE,2024,Biochemical inspired remidiation of effluent waste water using poly based  biofilter for conventional farming applications,Biochemical inspired remidiation of effluent waste water using poly based biofilter for conventional farming applications,biochemical inspire remidiation effluent waste water poly base biofilter conventional farming application,en,0
312,grants,CMR Institute of Technology,CSE,2024,Establishing a Rural Entrepreneurship Cell and Local Innovation Hub for Sustainable Rural Development: A Student-Led Initiative,Establishing a Rural Entrepreneurship Cell and Local Innovation Hub for Sustainable Rural Development: A Student-Led Initiative,establish rural entrepreneurship cell local innovation hub sustainable rural development student led initiative,en,0
313,grants,CMR Institute of Technology,CSE,2024,"Building Bridges, Creating Opportunities: Rural Tourism for Livelihood and Entrepreneurship Development","Building Bridges, Creating Opportunities: Rural Tourism for Livelihood and Entrepreneurship Development",building bridges create opportunity rural tourism livelihood entrepreneurship development,en,0
314,grants,CMR Institute of Technology,ECE,2024,Development and Installation of Effective Insect Trapping System in cropfields of channasandra village,Development and Installation of Effective Insect Trapping System in cropfields of channasandra village,development installation effective insect trap system cropfield channasandra village,en,0
315,grants,CMR Institute of Technology,ECE,2024,Year-Round Farming for Sustainable Livelihoods and Rural Agripreneurship,Year-Round Farming for Sustainable Livelihoods and Rural Agripreneurship,year round farming sustainable livelihoods rural agripreneurship,en,0
316,grants,CMR Institute of Technology,ECE,2024,Popularizing Electronics among School Kids through Basic Attractive Experiments,Popularizing Electronics among School Kids through Basic Attractive Experiments,popularizing electronics school kid basic attractive experiment,en,0
317,grants,CMR Institute of Technology,ECE,2024,Setting Up Science Laboratory,Setting Up Science Laboratory,set science laboratory,en,0
318,grants,CMR Institute of Technology,ECE,2024,"AICTE Approved online ATAL FDP on ""Artificial Intelligence in Satellite Image Processing & Applications""","AICTE Approved online ATAL FDP on ""Artificial Intelligence in Satellite Image Processing & Applications""",aicte approve online atal fdp artificial intelligence satellite image processing applications,en,0
319,grants,CMR Institute of Technology,CSE,2024,"Nurturing Women,
Nurturing Earth - Eco Friendly Sanitary Napkins","Nurturing Women, Nurturing Earth - Eco Friendly Sanitary Napkins",nurture woman nurture earth eco friendly sanitary napkins,en,0
320,grants,CMR Institute of Technology,CSE,2024,"Empowering Artisans:
One-Stop Export Support Platform for PM Vishwakarma 18 Trades",Empowering Artisans: One-Stop Export Support Platform for PM Vishwakarma 18 Trades,empower artisans stop export support platform pm vishwakarma 18 trades,en,0
321,grants,CMR Institute of Technology,CSE,2024,"Samridh: Military
advanced AI based Helmet",Samridh: Military advanced AI based Helmet,samridh military advanced ai base helmet,en,0
322,grants,CMR Institute of Technology,CSE,2024,Leaf Tissue,Leaf Tissue,leaf tissue,en,0
323,grants,CMR Institute of Technology,ECE,2024,"An automated
year-round farming without soil and less water for
socio-economic backward farmers",An automated year-round farming without soil and less water for socio-economic backward farmers,automated year round farming soil water socio economic backward farmer,en,0
324,grants,CMR Institute of Technology,CSE,2024,"Digital Detox - User based prevention of Mobile Addiction through Smart
Docking System",Digital Detox - User based prevention of Mobile Addiction through Smart Docking System,digital detox user base prevention mobile addiction smart docking system,en,-1
325,grants,CMR Institute of Technology,CSE,2024,Providing Game Accessibility to Disabled People and enabling Physical Activities in Computer / Mobile Games through Gestures,Providing Game Accessibility to Disabled People and enabling Physical Activities in Computer / Mobile Games through Gestures,provide game accessibility disabled people enable physical activities computer mobile games gesture,en,0
326,grants,R V College of Engineering,EEE,2024,Development of a Solenoid Valve for Pneumatic Actuation System in Seed,Development of a Solenoid Valve for Pneumatic Actuation System in Seed,development solenoid valve pneumatic actuation system seed,en,0
327,grants,R V College of Engineering,EEE,2024,Atmospheric Water Well Generator,Atmospheric Water Well Generator,atmospheric water generator,en,0
328,grants,R V College of Engineering,ECE,2024,"ATAL Advanced FDP on Next-Gen System-on-Chip Design for Advanced Semiconductor Solutions during 12.08.24
to 24.08.24",ATAL Advanced FDP on Next-Gen System-on-Chip Design for Advanced Semiconductor Solutions during 12.08.24 to 24.08.24,atal advanced fdp gen system chip design advanced semiconductor solutions 12.08.24 24.08.24,en,-1
329,grants,R V College of Engineering,ETE,2024,Analysis and assessment of 6G electromagnetic exposer and absorption -A study on Biological aspects,Analysis and assessment of 6G electromagnetic exposer and absorption -A study on Biological aspects,analysis assessment electromagnetic exposer absorption -a study biological aspect,en,0
330,grants,R V College of Engineering,ISE,2024,An IoT device for Remote Monitoring and Classification of species,An IoT device for Remote Monitoring and Classification of species,iot device remote monitoring classification specie,en,0
331,grants,R V College of Engineering,"ME, ECE",2024,"Center for invention, innovation and
incubation","Center for invention, innovation and incubation",center invention innovation incubation,en,0
332,grants,R V College of Engineering,ECE,2024,"Development of automated detection and grading of cashew kernels using AI
approach",Development of automated detection and grading of cashew kernels using AI approach,development automate detection grading cashew kernel ai approach,en,0
333,grants,R V College of Engineering,ECE,2024,Studies on Use of AI for Replacing Subjective Analysis of Seriplane Test with Objective Analysis,Studies on Use of AI for Replacing Subjective Analysis of Seriplane Test with Objective Analysis,study use ai replace subjective analysis seriplane test objective analysis,en,0
334,grants,R V College of Engineering,EEE,2025,Field oriented ciontrol (FOC)based BLDC/Stepper motor Drive Electronics,Field oriented ciontrol (FOC)based BLDC/Stepper motor Drive Electronics,field orient ciontrol foc)base bldc stepper motor drive electronics,en,-1
335,grants,R V College of Engineering,EEE,2025,Field Oriented Control (FOC) based BLDC/Stepper Motor Drive Electronics,Field Oriented Control (FOC) based BLDC/Stepper Motor Drive Electronics,field oriented control foc base bldc stepper motor drive electronics,en,-1
336,grants,R V College of Engineering,ECE,2025,Scan enhancement technique for phased array antennas,Scan enhancement technique for phased array antennas,scan enhancement technique phase array antenna,en,0
337,grants,R V College of Engineering,ECE,2025,"A shaped Sandwich Lens for enhanced directive gain, with squint compensation in streered beam antennas","A shaped Sandwich Lens for enhanced directive gain, with squint compensation in streered beam antennas",shaped sandwich lens enhanced directive gain squint compensation streere beam antenna,en,0
338,grants,R V College of Engineering,ECE,2025,Al Driven Automation For High Precision Defect Detection in Rubber Seal Production,Al Driven Automation For High Precision Defect Detection in Rubber Seal Production,al driven automation high precision defect detection rubber seal production,en,0
339,grants,R V College of Engineering,CSE,2025,"AI-Based Automated Threat Prediction, Detection and Incident Response System","AI-Based Automated Threat Prediction, Detection and Incident Response System",ai base automated threat prediction detection incident response system,en,0
340,grants,R V College of Engineering,CSE,2025,Development of Mobile (Android &amp; iOS) Application and web portal for Bulk Waste Management at MSGP,Development of Mobile (Android &amp; iOS) Application and web portal for Bulk Waste Management at MSGP,development mobile android ios application web portal bulk waste management msgp,en,0
341,grants,R V College of Engineering,"ECE, ISE and ETE",2025,"Development of Al-driven Sensor Fusion Algorithms for Target Detection, Recognition and Parameter Estimation","Development of Al-driven Sensor Fusion Algorithms for Target Detection, Recognition and Parameter Estimation",development al drive sensor fusion algorithms target detection recognition parameter estimation,en,0
342,grants,R V College of Engineering,"ECE, CSE RV
University",2025,Development Of Digital Demodulator For Variable Data Rate Applications,Development Of Digital Demodulator For Variable Data Rate Applications,development digital demodulator variable data rate applications,en,0
343,grants,R V College of Engineering,ECE,2025,Smart Tarpulin,Smart Tarpulin,smart tarpulin,en,0
344,grants,R V College of Engineering,"CS, ETE",2025,Pulselife: Multiparameter Diagnostic Device,Pulselife: Multiparameter Diagnostic Device,pulselife multiparameter diagnostic device,en,0
345,grants,R V College of Engineering,ECE,2025,Radar Based Intelligent Human Monitoring System using TI IWR6843,Radar Based Intelligent Human Monitoring System using TI IWR6843,radar based intelligent human monitoring system ti iwr6843,en,0
346,grants,R V College of Engineering,"ECE,CSE",2025,ECG Rhythm Analysis,ECG Rhythm Analysis,ecg rhythm analysis,en,0
347,grants,R V College of Engineering,CSE,2025,Computer Vision Based Recorded Video Analysis System,Computer Vision Based Recorded Video Analysis System,computer vision base recorded video analysis system,en,0
348,grants,R V College of Engineering,CSE,2025,"AI based virtual assistant to support
primary education for rural students in regional language",AI based virtual assistant to support primary education for rural students in regional language,ai base virtual assistant support primary education rural student regional language,en,0
349,grants,R V College of Engineering,CSE,2025,"Design, Development & implementation of real / near real time low SNR target detection & tracking system","Design, Development & implementation of real / near real time low SNR target detection & tracking system",design development implementation real near real time low snr target detection tracking system,en,0
350,grants,B.M.S. College of Engineering,Engineering Sciences,2024,FIST PG College - Project,FIST PG College - Project,fist pg college project,en,0
351,grants,Indian Institute of Science Bangalore,Engineering Sciences,2024,"Establishment of Community Resilience Resource Centre CRRC in Challekere Block, Chitradurga District, Karnantaka State","Establishment of Community Resilience Resource Centre CRRC in Challekere Block, Chitradurga District, Karnantaka State",establishment community resilience resource centre crrc challekere block chitradurga district karnantaka state,en,0
352,grants,Indian Institute of Science Bangalore,Engineering Sciences,2024,"Carbon Sequestration and Development of Low Carbon Stabilised Compressed Earth Blocks Utilising Slags, Recycle FInes and CO2","Carbon Sequestration and Development of Low Carbon Stabilised Compressed Earth Blocks Utilising Slags, Recycle FInes and CO2",carbon sequestration development low carbon stabilise compressed earth blocks utilising slags recycle fines co2,en,0
353,grants,Indian Institute of Science Bangalore,Engineering Sciences,2024,A novel high dimensional interpolation scheme in reduced order models of stochastic dynamical systems,A novel high dimensional interpolation scheme in reduced order models of stochastic dynamical systems,novel high dimensional interpolation scheme reduce order model stochastic dynamical system,en,0
354,grants,Indian Institute of Science Bangalore,Engineering Sciences,2024,Smart Power Electronic-based Active Paralleling and Digital Twin Systems with IoT for Robust Design of Electric Vehicle Batteries,Smart Power Electronic-based Active Paralleling and Digital Twin Systems with IoT for Robust Design of Electric Vehicle Batteries,smart power electronic base active paralleling digital twin systems iot robust design electric vehicle batteries,en,0
355,grants,Indian Institute of Science Bangalore,Engineering Sciences,2024,Design and development of Micro-cast heat sink out of Al-Si-MWCNT alloy composite for Thermal management of CPUs of High-Performance Servers,Design and development of Micro-cast heat sink out of Al-Si-MWCNT alloy composite for Thermal management of CPUs of High-Performance Servers,design development micro cast heat sink al si mwcnt alloy composite thermal management cpu high performance server,en,0
