Topic,Count,Name,Representation,Representative_Docs,source
12,40,12_power_energy_consumption_panel,"['power', 'energy', 'consumption', 'panel', 'solar', 'meter', 'iot', 'system', 'monitoring', 'sensor']","['residential power quality management system arduino invention disclose power quality management system main advantage system ensure demand residential power consumption meet power quality issue detect real time power quality monitor find abnormal power compensation offer loss power quality issue reduce residential power quality management system comprise module power datum collection centre power quality monitoring module power quality compensation module electromagnetic relay module alarm similar device power datum collection unit collect power consumption detail device update power quality monitoring unit device compare real time datum standard value power quality compensation module identify power quality issue direct relay cut supply grid supply load give inverter alarm unit help customer identify power quality issue turn unwanted load carry power quality issue manage reduce power failure condition', 'smart power consumption meter ac dc conversion power consumption meter present innovation crucial tool identify pattern energy usage locate area energy conserve provide date information electricity consumption optimize energy utilization power consumption meter essential instrument promote sustainable energy habit enable user effectively monitor reduce electricity consumption include ability track factor voltage current power factor energy consumption pre set time period ac dc conversion key advantage identify trend power consumption determine high low consumption day quick precise measurement estimating cost base consumption rate real time energy monitoring calculate total power consume period', 'ai driven energy consumption forecasting iot enable smart prepaid meter present invention disclose ai drive energy consumption forecasting system integrate iot enable smart prepay meter intelligent monitoring prediction management electricity usage system continuously gather real time energy consumption datum smart sensor energy meter communication module connect cloud infrastructure microcontroller base device collect information undergoe preprocessing feature extraction analysis artificial intelligence machine learning model identify consumption pattern forecast future energy demand accurately propose system support prepay balance monitoring automate alert load management remote communication wireless technology combine iot infrastructure ai base forecasting invention improve energy planning reduce unnecessary power wastage enhance grid reliability support sustainable energy utilization forecasting mechanism assist consumer utility provider make informed operational decision efficient reliable electricity consumption management application system enable adaptive forecasting continuously change operational energy condition']",patent
13,38,13_packet_core_chip_simulation,"['packet', 'core', 'chip', 'simulation', 'bit', 'ip', 'architecture', 'base', 'network', 'method']","['architecture fpga based acceleration pdsch processing fpga base architecture disclose accelerate new radio 5g nr physical downlink shared channel pdsch processing chain base station architecture reduce processing latency improve resource utilization relative conventional implementation unable satisfy stringent timing constraint low latency operation architecture employ optimize data bus arrangement include 128 bit datum width rate matching stage 96 bit datum width subsequent procedure furthermore employ modular multi ip approach pdsch chain realize specialized functional block include transport block crc attachment ip code block segmentation ip code block crc attachment ip ldpc configuration ip ldpc post ip null bit filter ip sri ip concatenation ip golden sequence generator ip modulation ip implementation architecture configure generate modulate symbol 32 microsecond maintain efficient fpga resource usage improve throughput energy efficiency', 'mac layer phy aware mlpa outer cod scheme reliable low latency communication advanced set mac layer phy aware mlpa outer cod scheme reliable low latency communication advanced set abstract present disclosure relate method packet level forward error correction fec encoding communication system distinct datalink path p1,p2 pl transmitter receiver method comprise receive radio link control rlc protocol data unit rlc pdu byte generate message transport block tb append header byte rlc pdu set tb cyclic redundancy check tb crc protocol parameter- tbpp flag set tbpp flag determine number message ldpc code block message tb distribute equal fix pre determined procedure generate packet level fec code message sub packet l-1 parity sub packet message tb partition l-1)m parity sub packet l-1 set ul 2,--- contain set parity sub packet transmit set ul subpacket phy layer transmitter generate set vl ldpc code block associate set ul sub packet l. present disclosure describe method packet level fec decode tbpp flag tbpp flag present disclosure relate transmitter perform method packet level fec encoding receiver perform method packet level fec decode fig', 'streaming application 3d noc label switch technique network chip manage high complexity design network chip communication computation decouple network chip modular design help high performance provide high bandwidth streaming application high bandwidth throughput guarantee main constraint network chip compare circuit switching packet switching technique connection orient connection orient communication key role specified switching technique label switching kind packet switching technique destination address represent form label data transmission require memory transmission easy compare packet switching streaming application transmit ecg wave 3d noc 4x4x4 network give well performance metric compare 2d noc. provide guarantee bandwidth high throughput label switching technique transmit stream datum max flow routing algorithm identify pipe reach destination node ip core noc manager keep track bandwidth capacity provide link base availability bit transition encoder decoder technique propose analyze performance metric like latency throughput frequency parameter like area power 3d noc.']",patent
14,35,14_water_removal_dye_oxide,"['water', 'removal', 'dye', 'oxide', 'degradation', 'metal', 'pollutant', 'nanocomposite', 'rgo', 'photocatalytic']","['development photocatalytic method degradation 2,4 dichlorophenoxyacetic acid title invention development photocatalytic method degradation 2,4 dichlorophenoxyacetic acid persistent synthetic herbicide particularly 2,4 dichlorophenoxyacetic acid 2,4 pose environmental public health concern chemical persistence resistance natural degradation propensity accumulate aquatic ecosystem attribute lead trophic disruption long term toxicity aquatic organism ln study present development robust multifunctional photocatalyst engineer encapsulate copper base metal organic framework cu btc mof graphitic carbon nitride gc3 n4 yield cu btc mof c3 n4 nanocomposite markedly enhance photocatalytic activity comprehensive physicochemical analysis include uv vis spectroscopy ftir xrd sem confirm successful integration cu btc mof c3 n4 matrix demonstrate improve light absorption capacity narrow bandgap large specific surface area visible light irradiation cu btc mof n. composite achieve high degradation efficiency approximately 98.5 2,4 120 minute ph 9.0 significantly outperform individual constituent superior performance attribute formation type ii heterojunction enable efficient directional charge transfer enhance charge separation suppress electron hole recombination offer numerous reactive site kinetic study reveal degradation process follow pseudo order reaction kinetic additionally composite exhibit excellent reusability maintain high photocatalytic performance successive cycle result highlight potential n. -encapsulate cu btc mof nanocomposite high efficiency recyclable photocatalysis environmental detoxification prospective environmental application', 'removal heavy metals low cost treatment heavy metal discharge water industry toxic carcinogenic nature cause severe problem human aquatic ecosystem removal heavy metal wastewater problem discharge industry contain organic inorganic pollutant pollutant heavy metal toxic and/or carcinogenic harmful human living specie heavy metal concern industry include lead pb zinc zn copper cu arsenic cadmium cd chromium cr nickel ni mercury hg treatment technology employ removal heavy metal include chemical precipitation ion exchange chemical oxidation reduction reverse osmosis ultrafiltration electro dialysis adsorption method adsorption efficient technique inherent limitation generation large sludge low efficiency sensitive operating condition costly disposal adsorption method relatively new process emerge potentially prefer alternative removal heavy metal provide flexibility design high quality treat effluent reversible adsorbent regenerate nickel synthetic wastewater prepared sorption study conduct batch technique column testby atomic absorption spectrophotometer', 'simple step nanomaterial base system wastewater treatment environmental remediation agricultural municipal effluent generation create critical need advanced efficient sustainable wastewater treatment technology conventional treatment method suffer high energy consumption incomplete removal contaminant sludge generation inefficient context patent present nanomaterial base system method wastewater treatment comprise unique property engineer nanomaterial treatment framework system employ nanomaterial high surface area volume ratio enable simultaneous adsorption catalytic degradation disinfection diverse pollutant nanostructured adsorbent photocatalyst antimicrobial nanoparticle incorporate hybrid treatment module selective removal heavy metal decomposition persistent organic pollutant']",patent
15,30,15_blockchain_datum_secure_information,"['blockchain', 'datum', 'secure', 'information', 'peer', 'transaction', 'system', 'data', 'contract', 'smart']","['block chain base secure data management system internet thing iot devices blockchain base system design internet thing iot ecosystem aim revolutionize secure datum management storage transmission multitude interconnect device recognize diverse requirement iot system offer optimize data handling advanced encryption dynamic consensus mechanism seamless interoperability varied device furthermore smart contract integration advanced cryptographic safeguard user centric control efficient chain storage solution incorporate invention set foundation future iot operate transparent secure efficient framework ensure datum integrity user privacy', 'intelligent approach classify rpl base attack iot smart vehicle communication integrate blockchain network incorporate intelligent transport vehicle blockchain enable system itvbes enhance efficacy transport service blockchain base primary key pk management solution automotive network suggest article increase message sender identity legitimacy pks generate validate blockchain suggest vehicle vehicle v2v secure communication protocol unsupervised analysis aberrant datum secure vehicular communication deep learning approach inherent characteristic blockchain suggest protocol secure impervious assault basic itvbes communication protocol accord experimental finding abnormality detect help suggest gated recurrent unit gru evidence suggest method total latency suitable itvbes communication come 1.25 ms delay add retrieve pks blockchain ledger non blockchain blockchain contexts propose itvbes outperform state art evidence experiment public datum source ton iot accuracy propose itvbes nearly 99 dataset', 'blockchain base secure transportation system sustainable smart cities transportation service provide truck train plane vessel mode transportation involve contract party transport cargo traditional approach track transportation loaded cargo involve inefficient process inaccurate data collection complex system specification present application include system method manage distribute ledger main example document cover transportation transportation management solution applicable supply chain system function method system involve thing improve digital datum flow decentralize control create single source truth transactional information technological advance system method describe consider closed platform limit main example transportation management system blockchain relate approach supply chain function preface example system receive tracking update create tracking device tracking update consist geolocation information indicate current geographic location tracking device system identify smart contract blockchain contain executable logic configure calculate tracking metric system use executable logic determine track metric response receive tracking update system add data block blockchain data block include track metric geolocation information system synchronize blockchain multiple blockchain store blockchain database']",patent
16,30,16_vitrimer_epoxy_polyolefin_polypropylene,"['vitrimer', 'epoxy', 'polyolefin', 'polypropylene', 'recycle', 'crosslinker', 'dynamic', 'covalent', 'method', 'styrene']","['methods recycle polyolefin vitrimerization polyolefin vitrimer thereof polyolefin waste stream typically complex mixture polyethylene polypropylene contain additive filler contaminant polyethylene reactive conventionally consider unsuitable vitrimerization present disclosure provide method 100 recycle polyolefin vitrimerization process involve extrusion polyolefin co grafting agent maleic anhydride produce functionalize polyolefin comprise maleated sidechain second extrusion functionalize polyolefin react dynamic crosslinker form polyolefin vitrimer dynamic crosslinker covalently bind maleated sidechain facilitate transesterification exchange produce recyclable processable mechanically robust polyolefin vitrimer disclosure additionally provide polyolefin vitrimer article incorporate vitrimer', 'method co upcycling post consumer recycled polyolefin recyclable polymer composition method co upcycling post consumer recycled polyolefin recyclable polymer composition abstract present disclosure relate method 100 co upcycle post consumer recycle polyolefin produce high performance reprocessable material method 100 include functionalizing post consumer recycle polypropylene pcr pp melt grafting polar functional monomer presence vinyl aromatic stabilizer radical initiator enhance grafting efficiency minimize chain degradation grafted pcr pp crosslinke dynamic crosslinker comprise reversible covalent bond form vitrimer network post consumer recycle polyethylene pcr pe incorporate vitrimer matrix melt blending create mechanically interlock co upcycled blend result material exhibit improve mechanical strength recyclability property retention multiple reprocess cycle address vital challenge polyolefin waste valorization fig', 'epoxy vitrimer carbon fiber reinforced polymer comprise epoxy vitrimer carbon fiber reinforced polymer comprise abstract present disclosure provide epoxy vitrimer epoxy vitrimer include epoxy unit derive epoxy monomer epoxy vitrimer include dynamic crosslinker unit derive dynamic crosslinker dynamic crosslinker covalently attach epoxy unit able form covalent adaptive network transesterification exchange reaction epoxy vitrimer include second dynamic crosslinker unit derive second dynamic crosslinker second dynamic crosslinker covalently attach epoxy unit dynamic crosslinker unit able form second covalent adaptive network silyl ether exchange reaction second dynamic crosslinker able form covalent adaptive network disulfide exchange reaction method 100 prepare epoxy vitrimer disclose carbon fiber reinforce polymer comprise epoxy vitrimer disclose']",patent
17,27,17_semiconductor_layer_memristor_substrate,"['semiconductor', 'layer', 'memristor', 'substrate', 'thin', 'device', 'memory', 'neuromorphic', 'material', 'dimensional']","['chromium nitride thin films silicon exhibit metal insulator transition carrier polarity switch abstract chromium nitride thin films silicon exhibit metal insulator transition carrier polarity switch 10 15 present disclosure relate field correlate electronic material thin film device particularly present disclosure relate nitrogen deficient chromium nitride crn thin film structure deposit silicon substrate exhibit reversible metal insulator transition mit room temperature present disclosure relate method prepare thin film structure electronic device incorporate disclose thin film structure provide intrinsic carrier polarity switch chemical doping enable simplified device architecture improved scalability present disclosure applicable thermally gate switch adaptive selector device neuromorphic compute element temperature dependent electronic sense system', 'layered semiconductor method dope layered semiconductor layered semiconductor method dope layered semiconductor present disclosure provide layered semiconductor method dope layered semiconductor comprise semiconductor layer metal contact layer insulate layer place proximity semiconductor layer uv light source irradiate insulate layer uv exposure photoexcite electron release insulate layer inject semiconductor layer optically induced charge transfer modulate carrier concentration semiconductor effectively dope result electrical characteristic junction semiconductor metal layer current flow schottky barrier height dynamically tune process enable nonvolatile spatially selective doping chemical treatment high temperature process invention offer reconfigurable energy efficient approach enhance device performance 2d semiconductor electronic include transistor optoelectronic component figure', 'dimensional 2d photodetector method form thereof abstract dimensional 2d photodetector method form thereof present disclosure disclose dimensional 2d photodetector pd method form pd pd comprise substrate insulate layer deposit substrate method comprise field generate layer deposit insulate layer charge transport layer deposit field generating layer furthermore pd comprise charge transport layer deposit field generate layer second insulate layer deposit charge transport layer lastly pd comprise gate electrode form second insulate layer gate electrode form substrate supply gate control voltage source drain electrode form establish edge contact charge transport layer field generate layer vander waals distance charge transport layer enhance dissociation transfer charge carrier fig 1a']",patent
18,25,18_print_3d_material_additive,"['print', '3d', 'material', 'additive', 'wt', 'manufacturing', 'bed', 'printer', 'tool', 'printing']","['system process additive fabrication manufacturing abstract system process additive fabrication manufacturing present subject matter relate hybrid additive manufacturing technique methodology amalgamation layered non layered 3d print design print multi oriented multi fiber deposition 3d space customize pattern specific pattern design figure 6b', 'enhanced surface topology mapping system method 3d printing traditional 3d printer suffer inaccuracy uneven print bed lead warp print waste filament integration enhance surface topology mapping device estmd directly 3d printer surpass conventional bed level method generate high resolution 3d map print surface capture minute deviation estmd operate principle distinct traditional method instead rely single point measurement employ array scan entire bed surface capture comprehensive picture topography capture 3d map dynamically adjust print head trajectory real time print progress estmd continuously monitor print surface ensure layer adhere perfectly regardless underlying topography closed loop feedback system guarantee level playing field print maximize accuracy minimize waste estmd promise transform 3d printing precisely account bed irregularity estmd ensure large format print remain perfectly flat help accurate bed level intern minimize fail print waste filament lead significant cost saving estmd ability handle uneven surface open door print challenging material prone warp', 'polymer 3d printer cable actuate flexible arm present disclosure provide dimensional 3d printing apparatus 100 cable actuate flexible arm 102 dispense polymeric material material dispense nozzle mount flexible arm 102 move plane parallel print bed 120 flexible arm 102 actuate cable 104 104 position resin dispense nozzle programmatically printer operation flexible arm 102 accurately position print head 200 print bed 120 array light source contain print head project annular illumination pattern cure resin dispense print bed prevent curing material nozzle print bed 120 axis orient orthogonal direction gravity minimize influence print bed 120 rotate axis print maintain evenness print layer reduce resin flow printing']",patent
19,24,19_sample_blood_kit_absorbance,"['sample', 'blood', 'kit', 'absorbance', 'biomarker', 'haemoglobin', 'signature', 'rapid', 'detect', 'raman']","['diagnostic home kit detect midkine level blood diagnostic home kit detect midkine level blood abstract present disclosure teach diagnostic home kit detect midkine level blood sample kit include analyte receiver receive blood sample kit include cantilever biosensor coat piezoelectric material immobilize anaplastic lymphoma kinase alk receptor configure attach midkine blood sample cantilever deflect midkine bind alk receptor deflection capture piezoelectric material transduce signal correspond attach midkine furthermore kit include amplifier receive amplify transduce signal kit include signal processor process amplify signal determine level midkine received blood sample additionally kit include output display unit display midkine level blood sample', 'methods determine presence sickle haemoglobin device kits thereof present disclosure provide method determine optical absorbance blood sample method identify presence absence sickle haemoglobin blood sample kit device thereof present method comprise measure absorbance blood sample deoxygenated condition 420 440 nm measure second absorbance blood sample deoxygenated condition 541 570 nm ratio second absorbance absorbance difference absorbance second absorbance calculate employ identify presence absence sickle haemoglobin determine sickle haemoglobin method kit device present disclosure simple low cost provide rapid way identify presence absence sickle haemoglobin blood sample point care setting figure 3a', 'methods obtain optical absorbance blood sample kits device thereof methods obtain optical absorbance blood sample kits device thereof abstract present disclosure relate method obtain optical absorbance blood sample kit device thereof method involve determine absorbance blood sample wavelength 400 430 nm 525 560 nm presence detergent inventor present disclosure find difference absorbance wavelength employ determine haemoglobin improved accuracy 10 figure']",patent
20,24,20_gate_layer_gan_hemt,"['gate', 'layer', 'gan', 'hemt', 'transistor', 'drain', 'scr', 'leakage', 'passivation', 'channel']","['method tune gate work function gan gate mode hemt gate metal scheme semiconductor device 100 base ti tin gate metal stack adjustable ti thickness modulate gate leakage voltage threshold vth method 800 fabricate semiconductor device 100 disclose semiconductor device 100 gan gate enhancement mode high electron mobility transistor hemt titanium ti have adjustable thickness ti modify interface property bi metal layer 103 1)/p gan 102 interface interface property change barrier height interface thick ti high interdiffusion bi metal layer 103 1)/p gan 102 interface high interdiffusion lead gan consumption lead increase gate leakage low vth invention capability tune gate metal gan property design mode hemt tunable gate leakage threshold voltage gate overdrive property', 'method high treshold voltage high breakdown gate stack gan gate mode hemts present disclosure introduce method fabrication high threshold gan gate mode algan gan high electron mobility transistor hemt present invention propose demonstrate relationship device turn process leakage balance govern vth tuning capability device show turn occur hole accumulation depletion mode operate hole depletion mode careful leakage balance find maximize vth present invention provide hemt device 100 include gate dielectric layer 114 position directly gate metal layer 116 gallium nitride gan layer 112 position gate dielectric layer 114 barrier layer 110 incorporate dielectric like altio boost vth enhance transconductance methodology demonstrate reliable mode gate stack gan altio enhance vth reduce gate leakage improve gate overdrive stability vth enhancement capability show tune adjust crystalline quality leakage dielectric constant nature concentration doping altio 114 methodology limit altio gan integration dielctric specified property provide appropriate balance leakage enable gate stack operate depletion extension mode capable enhance vth', 'gate geometry charge control gate structure methods gallium nitride high electron mobility transistor dope gallium nitride gan gate high electron mobility transistor hemt device 100c include gan gate layer 108 dispose barrier layer 110 gate metal electrode 106 dispose gan gate layer 108 passivation layer 112 gan gate layer 108 include etch sidewall have pre define sidewall slope 122 gate metal electrode 106 characterize lateral offset length 124 relative etched sidewall spacer layer 126 dispose offset region gan gate layer 108 adjacent gate metal electrode 106 lateral offset length 124 spacer layer 126 pre defined sidewall slope 122 interface charge profile passivation layer 112 etch sidewall offset region jointly configure configuration suppress hole tunnel leakage minimize perimeter drive leakage modulate channel turn characteristic maintain strong electrostatic coupling gate metal electrode 106 channel layer 114']",patent
21,24,21_converter_dc_switch_current,"['converter', 'dc', 'switch', 'current', 'circuit', 'voltage', 'winding', 'bridge', 'power', 'ac']","['medium voltage ac multiport lvdc converter inter module transformer imt present invention relate medium voltage ac multiport low voltage dc converter embodiment converter comprise plurality cascade bridge chb converter 120 configure receive medium voltage ac mvac input 110 cascade bridge converter comprise plurality primary ac dc bridge module configure transfer power medium voltage ac input plurality main transformer 130 correspondingly couple primary ac dc bridge module 145 form hfac node main transformer configure convert power intermediate dc bus 125 dc hfac stage primary module high frequency alternate current hfac output plurality load port 140 correspondingly couple hfac node secondary ac dc bridge module 145 individually provide independent low voltage direct current lvdc output load port figure publication', 'multi port converter system method convert alternate current ac direct current dc abstract multi port converter system method convert alternate current ac direct current dc multi port converter system convert alternating current ac direct current dc disclose system include multi port converter 100 plurality voltage sensor 602 plurality current sensor 604 controller unit 300 converter 100 include primary stage 104a plurality secondary stage 104b stage 104a,104b include switch converter 100 configure convert ac dc power factor correction pfc allow regulation range dc output voltage power dc port 124a multi port converter 100 configure transfer active power plurality converter dc port 124a ac port 118 primary stage 104a plurality secondary stage 104b galvanically isolate high frequency multi winding transformer 120 fig', 'system method convert alternate current ac direct current dc system method convert alternate current ac direct current dc abstract system convert alternating current ac direct current dc disclose system include converter 100 plurality voltage sensor 602 plurality current sensor 604 controller unit 300 converter 100 include primary stage 104a secondary stage 104b stage 104a,104b include switch sa106a sb106b sc106c sd106d s1108a s2108b s3108c s4108d s5110a s6110b s7110c s8110d saux112 converter 100 configure convert ac dc power factor correction pfc allow regulation range dc output voltage power primary stage 104a galvanically isolate secondary stage 104b high frequency transformer 120 voltage sensor 602 configure measure voltage level node associate converter 100 current sensor 604 configure measure current level circuit element associate converter 100 controller unit 300 communicatively couple converter 100 fig']",patent
22,23,22_peptide_sequence_protein_seq,"['peptide', 'sequence', 'protein', 'seq', 'composition', 'disclosure', 'amino', 'id', 'polypeptide', 'recombinant']","['hydrogen bond surrogate hbs)-helicomimic bind dsdna sequence recognize erg transcription factor present disclosure provide synthetic peptide contain 12 15 amino acid hydrogen bond surrogate amino acid facilitate stable alpha helical configuration peptide peptide present disclosure bind double stranded ds dna sequence recognize bind erg transcription factor nanomolar affinity present disclosure provide conjugate comprise peptide moiety moiety link terminus peptide present disclosure provide pharmaceutical composition comprise peptide conjugate describe', 'peptide sequence combination composition application thereof present disclosure relate sequence comprise peptide have sequence set forth seq id tag have sequence set forth seq id seq id attach seq id no:1 terminus present disclosure relate method disperse prevent formation microbial biofilm include mature microbial biofilm disclosure relate combination comprise peptide have sequence set forth seq id antibiotic macrophage composition comprise peptide have sequence set forth seq id antibiotic macrophage combination composition provide improved dispersion degradation microbial biofilm include mature microbial biofilm', 'synthetic helix hairpin peptides inhibit sars associated coronavirus composition thereof present invention provide synthetic thermostable helix hairpin peptide inhibit severe acute respiratory syndrome coronavirus sars cov-2 synthetic thermostable helix hairpin peptide comprise amino acid sequence select group consist seq id no synthetic peptide truncated peptide 18 amino acid residue terminus peptide have amino acid sequence seq id synthetic peptide comprise amino acid change peptide have amino acid sequence seq id amino acid residue(s position select group consist 10 20 21 22 35 canonical noncanonical amino acid residue(s class peptide inhibit virus dual mechanism target ace2 bind interface rbd ii dimerization spike protein']",patent
23,23,23_electrode_cathode_electrolyte_battery,"['electrode', 'cathode', 'electrolyte', 'battery', 'material', 'electrochemical', 'ion', 'anode', 'oxide', 'present']","['cathode sodium ion supercapacitor process preparation abstract cathode sodium ion supercapacitor process preparation present disclosure relate cathode composition process preparation cathode composition present disclosure relate cathode prepare cathode composition cathode composition coat electrode improve electrochemical property cathode cathode high specific capacitance current carrying capacity stability cv cycle energy density power density cathode present disclosure sodium ion super capacitor process preparation cathode composition cathode simple environment friendly economical', 'electrode material sodium ion battery process prepare abstract electrode material sodium ion battery process prepare present invention relate electrode material na ion battery particularly present invention relate electrode material mainly comprise tungstate present invention relate method preparation say electrode material electrode material exhibit excellent electrochemical performance anode na ion battery low work potential good cycling stability', 'molybdenum base alluaudite framework electrode sodium ion battery method preparation thereof present invention relate electrode battery application specifically present invention relate electrode comprise molybdenum base alluaudite framework material sodium ion battery process preparation electrode electrode comprise molybdenum base alluaudite framework material show excellent electrochemical performance anode sodium ion battery low work potential']",patent
24,23,24_composite_coating_layer_preparation,"['composite', 'coating', 'layer', 'preparation', 'fiber', 'material', 'fibre', 'glass', 'structure', 'foam']","['coat composite materials bio medical implants title coating composite materials bio medical implants method coating composite materials bio medical implants base material say coating composite material comprise laser surface alloying method coating composite material comprise formation buttress layer 222 minimal percentage composite material large percentage base material minimal percentage range laser surface alloying method comprise coat composite material large percentage composite material follow formation buttress layer large percentage comprise single value vary layer coating composite material take place gel coating method implant comprise base layer buttress layer coating layer buttress layer comprise minimal percentage composite material large percentage base material coating layer comprise large percentage composite material', 'composite coating comprise fiber particle reinforced polyimide polyetherimide matrix improved corrosion resistance methods thereof present disclosure provide composite coating formulation comprise short carbon fiber carbon nanotube polyaniline coat ceria particle combination thereof reinforce filler disperse polyamic acid matrix composite coating formulation cure provide composite coating comprise reinforcing filler(s disperse polyimide polyetherimide matrix composite coating present disclosure improve corrosion resistance improve mechanical strength compare polyimide polyetherimide coating reinforcing filler present disclosure provide method prepare coating formulation method obtain composite coating substrate comprise composite coating', 'glass fibre reinforced composite structure method preparation automobile application abstract glass fibre reinforced composite structure method preparation automobile application present disclosure provide glass fiber reinforce composite structure design resist high velocity impact comprise 80%wt bamboo stick 10%wt thermosetting polymer hardener 10%wt glass fiber method involve cut bamboo stick glass fiber sheet predetermine dimension prepare thermosetting polymer hardener mixture clean bamboo stick scrap waste polymer waxing apply polymer mixture form layer composite glass fiber sheet layer composite follow additional polymer application create second layer composite composite structure undergo vacuum bagging predetermine time dry second predetermine time process ensure enhance impact resistance result composite structure']",patent
25,22,25_hydrogel_implant_polymer_tissue,"['hydrogel', 'implant', 'polymer', 'tissue', 'suture', 'material', 'composition', 'composite', 'theobromine', 'property']","['4d printed hydrogel method preparation implementation thereof abstract 4d printed hydrogel method preparation implementation thereof present disclosure provide single component hydrogel comprise photo crosslinke polymer matrix have anisotropic photo crosslinke density matrix comprise layer component obtain composition comprise functionalize photo crosslinke polymer photo initiator secondary polymer secondary polymer physically entangle functionalize photo crosslinke polymer photo crosslinke polymer matrix present disclosure provide dual component hydrogel comprise layer component obtain composition layer second component obtain second composition single dual component hydrogel exhibit bidirectional shape morph property present disclosure provide kit method prepare single dual component hydrogel', 'printable conduct ink composition dimensional hydrogel implementation thereof abstract printable conduct ink composition threedimensional hydrogel implementation thereof present disclosure provide printable conduct ink composition comprise conduct polymer acryl monomer crosslinker photoinitiator photoabsorber conducting polymer select poly(3,4- ethylenedioxythiophene polystyrene sulfonate pedot pss polyaniline polypyrrole polythiophene mixture thereof present disclosure provide process prepare printable conduct ink composition disclose 10 furthermore present disclosure provide hydrogel comprise plurality layer printable conduct ink composition disclose present disclosure provide process prepare dimensional hydrogel disclose additionally present disclosure provide bioink composition present disclosure provide kit produce dimensional hydrogel 15 disclose kit comprise printable conduct ink composition bioink composition disclose 47', 'conduct hydrogel composite method preparation implementation thereof abstract conduct hydrogel composite method preparation implementation thereof present disclosure provide conduct hydrogel composite comprising hydrogel matrix comprise photo crosslinker acrylamide compound biopolymer conduct polymer link hydrogel matrix conducting polymer comprise pyrrole polypyrrole process preparation thereof present disclosure disclose ink composition form conduct hydrogel composite process prepare ink composition biosensor']",patent
26,22,26_optical_wavelength_photonic_resonator,"['optical', 'wavelength', 'photonic', 'resonator', 'fiber', 'ring', 'waveguide', 'micro', 'mux', 'mrr']","['method system realization photonic sram cell title method system realization photonic sram cell photonic sram 200 210 comprise pair optical 2:1 mux multiplexer i.e. optical 2:1 optical mux 201 second optical 2:1 mux 202 configure micro ring resonator resonator function gate second resonator act gate fourth resonator act gate connect 0.5 μm wide bend waveguide upper micro ring input middle micro ring input non gate micro ring select pin s0 deliver micro ring bend waveguide connect gate micro ring resonator inverter integrate pair optical 2:1 mux multiplexer intend state operation optical sram cell i.e. hold read write photonic sram enable fast datum transfer rate low latency particularly high performance computing data center', 'micro ring resonator mrr base photonic configurable logic block pclb method thereof micro ring resonator mrr base photonic configurable logic block pclb method thereof micro ring resonator mrr base photonic configurable logic block pclb 100 method thereof disclose block 100 include optical look table lut 102 optical flip flop 104 optical 2x1 multiplier 106 optical lut 102 include 4x1 multiplexer 2x1 multiplier plurality waveguide i0 i7 input line s0 s1 s2 output waveguide plurality waveguide i0 i7 configure input line optical flip flop configure clock signal clock clock signal modulate light allow data input wavelength pass store mrr delay line optical 2x1 multiplier configure output mrr base pclb light represent binary value inject optical lut', 'method system optical 2:1 4:1 mux micro ring resonator title method system optical 2:1 4:1 mux micro ring resonator optical 4:1 mux optical 2:1 mux 200 210 comprise pair optical mux i.e. optical 2:1 mux 201 second optical 2:1 mux 202 enable simultaneous transmission multiple optical signal different wavelength single fiber combine single output stream effectively increase capacity fiber reversible micro ring resonator 221 enable efficient control manipulation optical signal minimal loss distortion selectively couple specific wavelength output waveguide allow wavelength pass uncoupled effectively function optical notch filter multiple stop band optical 4:1 mux show feasibility achieve efficient multiplexing functionality utilize unique property micro ring resonator']",patent
